,question,answer,group_id
391,Computes the dot product of two 1D tensors. Computes the eigenvalues and eigenve,Computes the dot product of two 1D tensors,205
392,Computes the what factorization of a matrix or batches of matricesA?,LU,205
393,Returns what solve of the linear systemAx=bAx = bAx=busing the partially pivoted LU factorization of,LU,205
394, torch.linalg.matrix_power() Returns what of a 2-D tensor?,numerical rank,205
395,What product of the matrix inputand the vectorvec is performed?,matrix-vector,205
396,What is the householder_product of Alias for torch.linalg?,householder_product,205
397,What does Alias of torch.outer() do?,Computes the dot product for 1D tensors,205
398,Computes the eigenvalues and eigenvectors of a real square matrix. This is a what?,low-level function,41
399,Computes the dot product for 1D tensors. Computes the dot product for 1D tensors,Alias of torch.outer(),41
400,Calculates what of a square matrix or batches of square matrices?,log determinant,41
401,Computes the what of a matrix or batches of matricesA?,LU factorization,41
402,What is the LU factorization of a tensor?,LU factorization of a tensor into tensorsLandU,41
403,Computes the matrix exponential of a square matrix or of each square matrix in a batch ,Computes the matrix exponential of a square matrix or of each square matrix in a batch,41
404,Performs what of the matricesinput and mat2?,matrix multiplication,41
405, torch.linalg.matrix_power() Returns the what of a 2-D tensor,numerical rank,41
406,Performs a what product of the matrix inputand the vectorvec?,matrix-vector,41
407,Computes the matrix-matrix multiplication of a product of Householder matrices with a general matrix?,Computes the matrix-matrix multiplication of a product of Householder matrices with a general matrix,41
408,Computes the matrix-matrix multiplication of a product of Householder matrices with a general matrix. Outer product,householder_product(),41
409,What product of inputandvec2?,Outer product,41
410,Who computes the matrix-matrix multiplication of a product of Householder matrices with a general matrix?, torch,41
411,What is the dot product for?,1D tensors,41
412,Computes the eigenvalues and eigenvectors of what?,real square matrix,41
413,What is the batch matrix-matrix product of?,matrices inbatch1andbatch2,110
414,Performs the what of vectors vec1 and vec2and adds it to the matrix input?,outer-product,132
415,Unpacks the data and pivots from a LU factorization of a tensor into what?,tensorsLand,132
416,What is a matrix product of two tensors?,Matrix product of two tensors,40
417,What does Alias of torch.outer() compute the dot product for?,1D tensors,40
418,What does Alias for torch.linalg.det() calculate of a square matrix or batches of square matrices,log determinant,40
419,What is a low-level function for calling LAPACK's geqrf directly?,Alias of torch.outer(),40
420,What is computed by Computes the dot product of two tensors?,Matrix product of two tensors,39
421,Computes the matrix-matrix multiplication of a product of what with a general matrix?,Householder matrices,39
422,What does Computes the matrix-matrix multiplication of a product of Householder matrices with a general matrix do?,Out,39
423,What is the current state of this module?,BETA,248
424,"See what for details. Computes the entropy oninput(as defined below), elementwise.",documentation of each function,248
425,Computes the error function of input. The error function is defined as follows: what is the input tensor?,input(Tensor) – the input tensor,248
426,Computes the error function of input. The error function is defined as follows: input(Tensor) – the input ten,output tensor,248
427,Computes the complementary error function of input. The complementary error function is defined as follows: what is the input tensor?,input(Tensor) – the input tensor,248
428,What is an example of a Computes the exponential of the elements minus 1 of input?,Bessel function,248
429,What is the name of the function that Computes the error function of input?,Computes the complementary error function of input,47
430,What is the name of the function that Computes the inverse error function of input?,Computes the inverse error function of input,47
431,Computes the elements minus 1 of input. Note This function provides greater precision than exp(x) - 1 for small values of ,exponential,47
432,Computes the absolute value of the gamma function oninput. input(Tensor) – the input tens,natural logarithm,47
433,Computes the natural logarithm of the absolute value of the gamma function oninput?,input(Tensor),230
434,"Input(Tensor) – the input tensor. Out(Tensor,optional) – the output","out(Tensor,optional)",306
435,What is the error function defined as?,input(Tensor) – the input tensor,306
436,What is an example of a function that computes the error function of input?,Computes the complementary error function of input,306
437,"What is an example of an error function that is defined in the range(1,1)(-1, 1)(1,1)?",Computes the inverse error function of input,306
438,What is the first kind?,exponentially scaled zeroth order modified Bessel function,46
439,What is also known as the logistic sigmoid function?,Computes the complementary error function of input.,290
440,What is an example of a computation?,Computes the natural logarithm of the absolute value of the gamma function oninput,290
441,Computes the first kind for each element of input. input(Tensor) – the input tensor. out(,exponentially scaled zeroth order modified Bessel function,290
442,What is an example of a function that computes the inverse error function of input?,Computes the inverse error function of input,290
443,Computes the first kind of what function for each element of input?,exponentially scaled zeroth order modified Bessel function,289
444,What is deprecated and may be removed in a future PyTorch release?,torch.norm,338
445,What is used when computing vector norms?,torch.linalg.vector_norm(),259
446,What function is used when computing vector norms?,torch.linalg.vector_norm(),263
447,What does torch.linalg.matrix_norm() do?,matrix norm or vector norm of a given tensor.,337
448,What function can be used  instead of torch.linalg.norm()?,torch.linalg.vector_norm(),337
449,What type of data type must the input tensor have for torch.norm??,floating point or complex type,285
450,How is the norm calculated for complex inputs?,the absolute value of each element,285
451,Nuclear norm can only be calculated across what?,exactly two dimensions,285
452,What is the default order of norms?,Default:'fro',330
453,What is the name of the order in which a norm can be calculated in torch.norm?,"fro, nuc, Number",330
454,The corresponding dimensions of input are what in torch.norm?,flattened,293
455,What is the vector norm 'fro'?,Frobenius norm,293
456,What is the name of the norm that can be calculated in torch.norm?,Frobenius norm,310
457,What is the ord matrix norm vector norm?,"fro, nuc, Number",303
458,What is the vector norm fro?,ord matrix norm,303
459,When does Frobenius norm throw an error?,when dimis a list of three or more dims,85
460,What can only be calculated across exactly two dimensions?,Nuclear norm,85
461,What produces the same result asp=2 in all cases except when dimis a list of three or more dims?,Frobenius norm,182
462,Nuclear norm can only be calculated across exactly how many dimensions?,two,182
463,What can be calculated across any number of dimensions?,vector norm,231
464,What happens to the corresponding dimensions of input in torch.norm?,flattened,331
465,The vector norm can be calculated across what?,any number of dimensions,323
466,What is the vector norm calculated across any number of dimensions?,sum(abs(x)**ord)**(1./ord),323
467,What is the Frobenius norm?,"the corresponding dimensions of input are flattened into one dimension, and the norm is calculated on the flattened dimension. Frobenius norm produces the same result as p=2 in all cases except when dim is a list of three or more dims, in which case Frobenius norm throws an error.",347
468,What does nuc stand for?,nuclear norm,346
469,What case does Frobenius norm throw an error?,whendimis a list of three or more dims,346
470,What is nuclear norm?,nuclear norm – Number – sum(abs(x)**ord)**(1./ord),297
471,What is Number – sum(abs(x)**ord)**(1./ord))?,nuclear norm,297
472,What is the value of the vector norm?,Number,344
473,What is the default value for atorch.Tensor?,Default:1e-15,336
474,What does hermitian indicate if complex or symmetric if real?,Hermitian,336
475,What is the default value of Hermitian?,False,336
476,What is the tolerance value to determine when is a singular value zero?,rcond,336
477,"What is the tensor of shape(*, m, n)where*is zero or more batch dimensions?",A(Tensor),336
478,What does torch.linalg.inv() compute of a square matrix?,inverse,335
479,What is the default value of the atorch.Tensor?,1e-15,335
480,What does torch.linalg.inv() compute?,the inverse of a square matrix,335
481,What is the tensor of shape where*is zero or more batch dimensions?,A(Tensor),335
482,What returns the cumulative minimum of elements of input in the dimension dim?,a namedtuple,159
483,"What is the dimension to do the operation over out(tuple,optional)?",dim(int),159
484,What returns the mode value of each row of the input tensor in the given dimension dim?,"a namedtuple(values,indices)",190
485,Indicesis what of each mode value found?,index location,161
486,"By default,dimis is what?",the last dimension of the input tensor,161
487,How often does a value appear in a given row of the input tensor?,most often,161
488,"By default,dimis the what dimension of the input tensor?",last dimension,162
489,Where is this function not defined?,for torch.cuda.Tensoryet,162
490,What is the name of the function that determines whether the output tensor hasdimretained or not?,keepdim,162
491,When are output tensors of the same size as input?,If keepdim is True,162
492,What is the result tuple of two output tensors?,"out(tuple,optional)",162
493,This function is not defined what?,for torch.cuda.Tensoryet,162
494,What is the function for  dimension to reduce?,dim(int),162
495,"By default,dimis the last dimension of what?",the input tensor,30
496,When are the output tensors of the same size asinput except in the dimension dimwhere they are of size 1?,If keepdim is True,30
497,"By default,dimis what dimension of the input tensor?",last dimension,30
498,In what case are output tensors of the same size as input except in the dimension dimwhere they are of size 1?,If keepdim is True,30
499,What is another name for squeezed output tensors?,seetorch.squeeze(),30
500,What determines whether the output tensor hasdimretained or not?,keepdim(bool),30
501,What is the result of the output tensors being squeezed?,1 fewer dimension than input,90
502,Note This function is not defined what?,for torch.cuda.Tensoryet,90
503,What makes the output tensors of the same size as input except in the dimension dimwhere they are of size 1?,If keepdim is True,90
504,What is the name of the function that results in the output tensors having 1 fewer dimension than input?,seetorch.squeeze(),90
505,What is this function not defined?,for torch.cuda.Tensoryet,106
506,"Out(tuple,optional) is the result tuple of two what?",output tensors,106
507,What website does Alias for torch.ne belong to?, torch.ne,20
508,What is the name of the website?, torch.ne,20
509,What does optimizer_class(torch.nn.Optimizer) contain?,the class of the local optimizer,301
510,What will be forwarded to the given optimizer?,all trailing arguments,301
511,What can be useful when fine tuning a pre-trained network?,Add a param group to the Optimizers param_groups,301
512,What can be made trainable and added to theOptimizeras training progresses?,frozen layers,301
513,What is to(int)?,the rank that receives the global states,301
514,What is the default value for the rank that receives the global states?,0,301
515,What is the rank that receives the global states?,to(int),301
516,What is the state of the optimizer?,state of the optimizer as adict,301
517,How many entries does the state of the optimizer as adict contain?,two,301
518,What is a dict containing all parameter groups Partitions parameters across distributed data parallel ranks?,param_groups,301
519,How many entries does the state of the optimizer contain?,two,301
520,What is the name of the optimizer state?,state_dict(dict),301
521,What is a list of dicts?,a list of param_groups,301
522,Element 0 corresponds to what rank?,"rank 0,",301
523,What function returns the local_state_dict for a given rank?,insidestep(),301
524,What is the last known global optimizer state?,globalstate_dict,301
525,What is the name of the local optimizer?,group,299
526,What is a bool for when parameters are packed into larger buckets?,parameters_as_bucket_views,299
527,What will remain intact when disabled?,but params.data,313
528,What is an example of how to add a param group to the Optimizers param_groups?,Add a param group to the Optimizers param_groups,313
529,Param.datafields will point to what at different offsets?,bucket views,314
530,What does state_dict(dict) represent?,optimizer state,314
531,What does param_group(dict) specify?,Tensors,311
532,How many consolidated state_dicts are there per rank?,one,311
533,What is the default value for the rank that receives global states?,0,311
534,What does state_dict(dict) contain?,optimizer state,311
535,What is the name of the call that returns the state of the optimizer?,tostate_dict(),311
536,What is a list of dict?,a list of param_groups,311
537,"Which element corresponds to rank 0, etc.?",Element 0,311
538,We need all the ranks for the broadcast what?,insidestep(),311
539,What does insidestep() return for a given rank?,local_state_dict,311
540,What does param_groups contain across distributed data parallel ranks?,Partitions parameters,311
541,What does state_dict(dict) return?,globalstate_dict,311
542,What can be made trainable by adding a param group to the Optimizers param_groups?,frozen layers,22
543,What Specifies what Tensors should be optimized along with group specific optimization options?,param_group(dict),315
544,How many consolidated state_dicts are updated per rank?,one per rank,238
545,What is the default value for global parameter groups?,0,238
546,How many states does the consolidated state_dict list update?,one per rank,69
547,To(int) – the rank that receives the global states. (default: what) Restore the global parameter groups as well as the,0,333
548,Should be an object returned from a call from what?,tostate_dict(),333
549,How many consolidated state_dicts does the Optimizers param_groups update?,one per rank,26
550,What does param_group(dict) do?,Specifies what Tensors should be optimized along with group specific optimization options,300
551,What is a dict containing all parameter groups?,param_groups,258
552,What is state_dict(dict)?,optimizer state,332
553,Restore the global parameter groups as well as what else?,shard,142
554,What dict contains all parameter groups Partitions parameters across distributed data parallel ranks?,param_groups,88
555,What is the state of the optimizer as adict?,Gets this rank’sstate_dict,88
556,What does insidestep return for a given rank?,local_state_dict,88
557,Restore what as well as the shard?,global parameter groups,143
558,What is the globalstate_dict?,last known global optimizer state,143
559,What is a closure that reevaluates the model and returns the loss?,closure,143
560,What type of loss depends on the underlying optimizer?,Optional,143
561,What does optional loss depend on?,underlying optimizer,143
562,Should be an object returned from a call to what?,state_dict(),320
563,What is the name of the broadcast we need all the ranks for?,insidestep(),312
564,What is the name of the function that returns the local_state_dict for a given rank?,insidestep(),312
565,What does getlocal_state_dict for state_dict(dict) return?,globalstate_dict,312
566,Param_groups contains all parameter groups across distributed data parallel ranks.,Partitions parameters,312
567,"Which element of the list corresponds to rank 0, etc.?",Element 0,312
568,What does get local_state_dict for state_dict(dict) return?,globalstate_dict,312
569,We need all the ranks for the broadcast for what?,insidestep(),15
570,What does rank(int) return?,get local_state_dict for,226
571,What is the name of the rank to get local_state_dict for?,rank,226
572,What differs between?,optimizer classes,275
573,What class differs between param_groups and param_groups?,optimizer classes,275
574,A list of param_groups is a list of what?,dict,109
575,What is a part of distributed data parallel ranks?,Partitions parameters,109
576,Globalstate_dict consist of a list of what?,shards,109
577,Partitions parameters across distributed data what?,parallel ranks,109
578,"What corresponds to rank 0, etc.?",Element 0,239
579,What is a single optimization step called?,parameter update,180
580,What is returned for a given rank?,local_state_dict,180
581,What is the name of the rank to getlocal_state_dict for state_dict(dict)?,rank,180
582,What is expected to be the inverse of stft()?,Inverse short time Fourier Transform,101
583,What should the Inverse short time Fourier Transform return?,least squares estimation,101
584,What condition will the algorithm check using?,NOLA condition,101
585,Inverse short time Fourier Transform is expected to be the inverse of what?,of stft(),100
586,What is used to compile TorchScript code?,TorchScript compiler,140
587,When it is first called during tracing?,Compilesfn,140
588,What is created by the asynchronous task executingfuncand a reference to the value of the result of this execution?,Creates an asynchronous task executingfuncand a reference to the value of the result of this execution,140
589,Any TorchScript program can be saved from a what process?,Python,140
590,Freezing aScriptModulewill clone it and attempt to inline what as constants in the TorchScript IR ,"attempt to inline the cloned module’s submodules, parameters, and attributes",140
591,What version of the module can be saved for use in a separate process?,offline,140
592,What does aScriptModule do?,Load aScriptModuleorScriptFunction,140
593,What is used to optimize a script?,just-in-time compilation,29
594,"When it is first called during tracing, what does Compilesfn do?",Compilesfn,29
595,What is the wrapper around C++torch::jit::Module?,Functionally equivalent to aScriptModule,29
596,What is an executableScriptModule that will be optimized using?,just-in-time compilation,84
597,What action does TorchScript perform?,Forces completion of atorch.jit.Future[T]asynchronous task,84
598,Freezing aScriptModulewill what?,clone it,84
599,What is a wrapper around C++torch::jit::Module?,wrapper around C++torch::jit::Module,63
600,What is a Wrapper around C++torch::jit::Module?,represents a single function and does not have any attributes or Parameters,63
601,What does JIT do for Debugging Inspecting Code Interpreting Graphs Tracer Frequently Asked Questions Known Issues Append,Disable JIT,63
602,What is a gentle introduction to?,TorchScript,103
603,Appendix Migrating to PyTorch 1.2 Recursive Scripting API References TorchScript is a way to create,Known Issues,103
604,What is saved an offline version of aScriptModule?,Save an offline version,103
605,What is the benefit of using TorchScript?,Any TorchScript program can be saved from a Python process and loaded in a process where there is no Python dependency,134
606,What is an example of a TorchScript program that can be run independently from Python?,a standalone C++ program,135
607,What is functionally equivalent to aScriptModule?,represents a single function and does not have any attributes or Parameters,138
608,Where can a TorchScript program be run independently from Python?,a standalone C++ program,138
609,Disable JIT for Debugging Inspecting Code Interpreting Graphs Tracer Frequently Asked Questions Known Issues Appendix,Python Language Reference Comparison Debugging,138
610,Python Functions and Modules Debugging Disable JIT for Debugging Inspecting Code Interpreting Graphs Tracer Frequently As,Python Language Reference Comparison,137
611,"A wrapper around what. Functionally equivalent to aScriptModule, but represents a single function and does not have any attributes or",C++torch::jit::Module,27
612,What can you do to save an offline version of this module?,Save an offline version of this module,27
613,What will be used to optimize a script?,just-in-time compilation,104
614,What version of the module can be saved for use in the TorchScript IR Graph?,offline,104
615,What does Scripting a function ornn.Module compile as using the TorchScript compiler?,TorchScript code,80
616,What is the name of the method that provides for conatiner type refinement in TorchScript?,a pass-through function that returnsvalue,80
617,What function is called when it is first called during tracing?,Compilesfn,12
618,What does asynchronous task executingfuncand a reference to the value of the result of this execution do?,Creates an asynchronous task executingfuncand a reference to the value of the result of this execution,12
619,What is the TorchScript method that indicates to the compiler that the left-hand expression is a class instance attribute with type oftype?,a pass-through function that returnsvalue,12
620,What is a pass-through function that indicates to the TorchScript compiler that the left-hand side expression is a class instance attribute with type,returnsthe_value,83
621,What is the difference between aScriptModule and C++torch::jit::Module?,represents a single function and does not have any attributes or Parameters,83
622,What can a traced function do?,can call an encoder module generated using tracing,83
623,What is used when it is first called during tracing?,Compilesfn,255
624,What is the difference between C++torch::jit::Module and aScriptModule?,represents a single function and does not have any attributes or Parameters,255
625,What does Trace a module and return an executableScriptModule that will be optimized using just-in-time compilation?,Creates an asynchronous task executingfuncand a reference to the value of the result of this execution,256
626,What type of version of a module can you save for use in a separate process?,offline,256
627,The beam search of a sequence to sequence model will typically be written in script but can call what?,an encoder module generated using tracing,256
628,What does tracing create?,Creates an asynchronous task executingfuncand a reference to the value of the result of this execution,31
629,What type of version of a script module can you save for use in a separate process?,offline,31
630,When are traced functions particularly useful?,when you need to use control-flow around a simple feed-forward model,59
631,What is an example of a scripted function that can call an encoder module generated using tracing?,a traced function in script,59
632,What does C++torch::jit::Module have in common with aScriptModule?,represents a single function and does not have any attributes or Parameters,59
633,Scripted functions can call what?,traced functions,59
634,What is used to generate an encoder module?,tracing,59
635,Tracing and scripting can be composed to what?,suit the particular requirements of a part of a model,0
636,What is a pass-through function that indicates to the TorchScript compiler the type of the_value?,returnsthe_value,0
637,What can a traced function call?,can call an encoder module generated using tracing,0
638,What can an encoder module be generated using?,tracing,99
639,Debugging withpdbworks except for what?,when we invoke the@torch.jit.scriptfunction,60
640,How can we disable JIT?,globally disable JIT,60
641,What does TorchScript provide a code pretty-printer for allScriptModuleinstances?,Python syntax,60
642,What will you need to access.codeon if theScriptModulehas more than one method?,the module,60
643,What is the output produced by the example above?,TorchScript’s compilation of the code for theforwardmethod,267
644,We will be able to step into the@torch.jit.scriptfunction as what?,normal Python function,267
645,What does the code pretty-printer give an interpretation of the script method’s code as valid?,Python syntax,267
646,What document describes the rules for forwardmethod lookup?,theInspecting Codesection,267
647,What is the schema for?,built-in functions likeaten,267
648,"TorchScript has a representation at a lower level than the code pretty- printer, in the form of what?",IR graphs,252
649,What is TorchScript's static single assignment?,SSA,252
650,TorchScript follows the same rules described in theInspecting Codesection with regard to what?,forwardmethod lookup,252
651,Tracing of in-place operations of tensor views (e.g. what?,indexing,252
652,What is a static single assignment?,SSA,244
653,What can you use TorchScript’s compilation of the code for theforwardmethod?,to ensure TorchScript (tracing or scripting) has captured your model code correctly,244
654,What is dependent on the underlying code?,Tracing of control flow,244
655,What is the name of the C++ backend of PyTorch?,ATen,251
656,What section describes the rules for forwardmethod lookup?,theInspecting Codesection,251
657,The graph follows the same rules described in what section?,Inspecting Codesection,253
658,What language does TorchScript provide a code pretty-printer for allScriptModuleinstances?,Python syntax,253
659,What produces this output?,The example above,253
660,"If theScriptModulehas more than one method, you will need to what?",access.codeon the method itself and not the module,25
661,What is the output of the example above?,TorchScript’s compilation of the code for theforwardmethod,25
662,What can you use this output for?,to ensure TorchScript (tracing or scripting) has captured your model code correctly,25
663,Where are these associatedblocks found?,In the graph print-out,25
664,Why are operators formatted in the graph print-out?,to reflect their equivalent source code forms to facilitate easy debugging,215
665,Tracing of control flow that is dependent on inputs (e.g. tensor shapes) Tracing of in-place operations,edge cases,215
666,What does this message indicate to us that the computation differed between when we first traced it and when we traced it with traced?,diagnostic information,215
667,What does TorchScript use to assign the output to a (unique) value namedrv.1?,%rv.1:Tensormeans,254
668,What are some cases where the trace of a given Python function/module will not be representative of the underlying code?,edge cases,254
669,"Tracing of in-place operations of tensor views (e.g., what on the left-hand side of an assignment)",indexing,21
670,Where is the location in the original source file that generated this instruction?,"on line 9, and at character 10",21
671,What does this message indicate to us that the computation differed between when we first traced it and when we traced it with thecheck_in,diagnostic information,21
672,What does the tracer produce?,The tracer produces warnings for several problematic patterns in traced computation,236
673,Which version of TorchScript does this section detail the changes to TorchScript in?,PyTorch 1.2,249
674,If you are new to TorchScript you can do what?,skip this section,249
675,What does Torch.jit.script now do?,"attempt to recursively compile functions, methods, and classes",249
676,"What is now the preferred way to createScriptModules, instead of inheriting fromtorch.jit.ScriptModule?",2.torch.jit.script(nn_module_instance),249
677,Methods called fromforwardare what in the order they are used inforward?,lazily compiled,249
678,"To stop the compiler from what, add@torch.jit.ignoreor@torch.jit.unused. @ignor",compiling a method,249
679,@ignoredcannot be exported;@unusedcan?,@ignoredcannot be exported;@unusedcan,249
680,"To compile a method other thanforwardthat is not called fromforward, what is done?",add@torch.jit.export,23
681,What does @ignoreleaves the method as a call to python?,@ignoreleaves the method as a call to python,23
682,What is now the preferred way to createScriptModules?,2.torch.jit.script(nn_module_instance),23
683,Methods called fromforwardare what?,lazily compiled,23
684,Add@torch.jit.ignoreor@torch.jit.unused. @ignoreleaves the method as a,compiling a method,23
685,"For empty container types, what should empty container types do?",annotate their types usingPEP 526-styleclass annotations,23
686,Annotate their types usingPEP 526-styleclass annotations.,empty container types,105
687,What is used as an entry point into aScriptModuleand should be compiled?,annn.Module,105
688,What is an example of a function that does not need a decorator?,@torch.jit.exporton a method,105
689,Before PyTorch 1.2 what decorator was used to make a function or method callable from code that is exported?,@ignore,262
690,What is compiled in the order they are used inforward?,@torch.jit.exportmethods,262
691,What is used as an entry point into aScriptModule and should be compiled?,annn.Module,262
692,Warning TorchScript class support is experimental. Currently it is best suited for what?,simple record-like types,262
693,Warning The@torch.jit.ignoreannotation’s behavior changes in what?,PyTorch 1.2,262
694,See@torch.jit.ignoreand@torch.jit.unused for what?,details,262
695,Warning TorchScript class support is what?,experimental,262
696,If a type cannot be inferred and is what?,not explicitly annotated,262
697,What did PyTorch 1.2 use to get the @ignore decorator back?,use@torch.jit.unused(),234
698,TorchScript class support is what?,experimental,234
699,Everything in a user definedTorchScript Classis exported what way?,by default,234
700,When does the @torch.jit.ignoreannotation’s behavior change?,PyTorch 1.2,234
701,"Functions don’t change much, they can be decorated with what?",@torch.jit.ignoreortorch.jit.unusedif needed,234
702,What decorator was used to make a function or method callable from code that is exported?,@ignore,234
703,What does @torch.jit.ignore and@torch.jit.unused provide?,details,234
704,What cannot have their types inferred and must have their types annotated withPEP 526-styleclass?,Empty lists and dicts,234
705,"To stop the compiler from compiling a method, add what?",@torch.jit.ignoreor@torch.jit.unused,250
706,What eleaves the method as a call to python?,@ignor,250
707,What can empty container types do?,annotate their types,250
708,What compiler compiles the module?,TorchScript,250
709,See@torch.jit.ignoreand@torch.jit.unusedfor what?,details,232
710,"To get this functionality back, use what?",@torch.jit.unused(),232
711,What is TorchScript class support best suited for?,simple record-like types,232
712,What does the TorchScript compiler need to know the types ofmodule attributes?,Most types,232
713,"To get this functionality back, what did PyTorch 1.2 use to get it back?",use@torch.jit.unused(),136
714,What is an example of a Python 3 type hints?,@torch.jit.exporton a method,136
715,What cannot have their types inferred from the value of the member?,Empty lists and dicts,237
716,Computes the bitwise OR ofinputandother. Computes the bitwise XOR ofinputandother.,AND,127
717,Computes the bitwise what ofinputandother?,OR,3
718,What does Computes the bitwise NOT of the given input tensor?,Computes the bitwise NOT,168
719,What does Computes the bitwise OR ofinputandother?,Computes the bitwise OR ofinputandother,129
720,Computes what NOT of the given input tensor?,bitwise,44
721,"What is the name of the function that clamps all elements in inputinto the range[min,max]?",torch.clamp(),44
722,What does Alias fortorch.clamp() clamp?,"all elements in inputinto the range[min,max]",334
723,Computes the bitwise NOT of the given input tensor. Computes the bitwise OR ofinputandother?,Computes the bitwise OR ofinputandother,2
724,What does Alias fortorch.clamp() compute?,the element-wise conjugate of the giveninputtensor,2
725,What does Alias fortorch.clamp() create a new floating-point tensor with?,the magnitude ofinputand the sign ofother,2
726,What tangent does Alias fortorch.atan() return a new tensor with?,inverse hyperbolic tangent,2
727,What computes the element-wise conjugate of the given inputtensor?,torch.clamp(),165
728,What computes the element-wise conjugate of the giveninputtensor?,torch.clamp(),45
729,What does Alias fortorch.clamp() do?,"Clamps all elements in inputinto the range[min,max].",45
730,"Clamps which elements in inputinto the range[min,max]?","all elements in inputinto the range[min,max].",169
731,What returns the indices of the maximum value of all elements in theinputtensor?,Returns the indices of the maximum value of all elements in theinputtensor,176
732,What returns the maximum value of each slice of theinputtensor in the given dimension(s)dim?,the indices of the minimum value(s) of the flattened tensor or along a dimension,176
733,Returns what of the minimum value(s) of the flattened tensor or along a dimension?,the indices,177
734,Returns what value in the given dimension(s)dim?,the maximum value of each slice of theinputtensor,185
735,What does Returns the matrix norm or vector norm of a given tensor return?,the sum of all elements,185
736,What does Returns ignoreNaNvalues?,the median of the values in input,216
737,What quantiles of each row of theinputtensor along the dimensiondim?,q-th,216
738,Tests if all elements in inputevaluate to what?,True,216
739,Returns what value?,the minimum value of all elements in theinputtensor,216
740,"Returns what value, ignoringNaNvalues?",the median of the values in input,181
741,What does the variant of torch.quantile() do?,ignores,187
742,"If unbiased is True, Bessel's correction will be used to calculate what?",standard deviation,187
743,What does Bessel's correction return?,the sum of all elements in theinputtensor,187
744,Returns what of the input tensor?,unique elements,187
745,Returns what elements of the input tensor?,unique elements,187
746,What does Bessel's correction remove from every consecutive group of equivalent elements?,Eliminates all but the first element,187
747,What is Bessel's correction used for?,If unbiased is True,187
748,What is returned when Not a Numbers (NaNs) are treated as zero?,the sum of all elements,188
749,Bessel's correction will be used to calculate the standard deviation.,If unbiased is True,188
750,What happens to every consecutive group of equivalent elements?,Eliminates all but the first element,188
751,What does Returns the sum of all elements in theinputtensor?,the product of all elements in theinputtensor,191
752,What does Returns treat Not a Numbers (NaNs) as zero?,the sum of all elements,191
753,The variant of torch.quantile()ignores what ifNaNvalues in inputdid not exist?,quantilesqas,189
754,What is Bessel's correction?,If unbiased is True,189
755,"If Bessel's correction is used, what will be used to calculate the standard deviation?",If unbiased is True,186
756,Returns the sum of all elements in the inputtensor.,unique elements,186
757,What are Broadcast_tensors() used for?,shapes,201
758,What is returned when the indices of the buckets are set byboundaries?,Do cartesian product of the given sequence of tensors,201
759,What returns the cumulative product of elements ofinputin the dimensiondim?,Returns the cumulative product of elements ofinputin the dimensiondim,201
760,Returns what of the buckets to which each value in the input belongs?,indices,175
761,Computes batched the what?,p-norm distance between each pair of the two collections of row vectors,34
762,What does return a copy ofinput?,Compute combinations of lengthrrrof the given tensor,174
763,Returns the indices of what?,buckets,174
764,What returns the indices of the buckets to which each value in the input belongs?,Do cartesian product of the given sequence of tensors,174
765,"What is returned when a namedtuple(values,indices)wherevaluesis the cumulative minimum of elements ofinputin the",the cumulative product of elements ofinputin the dimensiondim,174
766,"Ifinputis a vector (1-D tensor), then returns what?",a 2-D square tensor,9
767,What product of the given sequence of tensors?,Do cartesian product,67
768,"What does the namedtuple(values,indices)wherevaluesis the cumulative minimum of elements ofinputin the dimensiondim",the cumulative product of elements ofinputin the dimensiondim,67
769,What is used to get the @ignore functionality back?,@torch.jit.unused(),233
770,What is an example of a method that does not need the @ignore decorator?,@torch.jit.exporton a method,261
771,Sums the product of the elements of the inputoperandsalong dimensions specified using a notation based on what?,Einstein summation convention,208
772,What specifies the subscripts for each dimension of the inputoperandsin the same order as the dimensions?,Theequationstring,235
773,What is the envelop created by?,the summation of all the windows,97
774,What is the envelop created by the summation of all the windows at a certain point in time?,0,97
775,Why does stft return a shorter signal than the original signal?,Since stft()discards elements at the end of the signal if they do not fit in a frame,97
776,What is the envelop created by the summation of all windows never zero at certain point in time?,0,97
777,"If the signal isn’t padded, what can result in a shorter signal than the original signal?",ifcenteris False,97
778,What is the envelop created by the summation of all windows at certain point in time?,never zero,98
779,What can be trimmed off exactly because they can be calculated?,Left padding,98
780,"If the signal isn't padded, what can result in a shorter signal than the original signal?",ifcenteris False,98
781,What discards elements at the end of the signal if they do not fit in a frame?,Since stft(),202
782,"If the signal isn't padded, what happens?",If center is True,202
783,"If center is True, there will be padding e.g. what?",constant,202
784,Why can left padding be trimmed off exactly?,because they can be calculated,89
785,"If there is padding, what is it called?",If center is True,89
786,"If centerisTrue, then there will be padding e.g.'reflect','reflect', etc.",constant,89
787,What is the default setting for padding?,If center is True,89
788,"Who wrote ""Signal estimation from modified short-time Fourier transform""?",D. W. Griffin and J. S. Lim,266
789,What is the input tensor expected to be?,output of stft(),266
790,When was real input deprecated?,1.8.0,266
791,What is the channel dimension?,optional,218
792,Since what version is real input deprecated?,1.8.0,62
793,What is hop_length?,The distance between neighboring sliding window frames,62
794,Whether the STFT was onesided or onesided?,onesided,62
795,What is the size of Fourier transform hop_length?,The distance between neighboring sliding window frame,294
796,What is the default value of hop_length(Optional[int])?,n_fft//4),283
797,What is expected to be output of stft()?,input tensor,219
